,email,q1,q2,q3,q4,q5
1215,5,,3,4,,
1216,8,,4,6,,
1217,1,,4,2,,
1218,5,,4,1,,
1219,8,Very convenient to use concerning redemption,5,6,,
1220,8,,7,5,,
1221,5,"I no longer strongly moved by the Asia Miles program, largely because of changes at Cathay Pacific.",5,2,The possibility of free travel,"Eliminate expiration date, have more integrated OneWorld redemption online"
1222,7,I could not retrieve past monthly statement when I am not a member of Marco Polo Club,4,4,,
1223,8,,5,6,,
1224,6,I have to check with the store in earning AM most of the times. staff are not aware of the milage earning programme.,2,4,air ticket redemption,raise the staff awareness of the participating shops & restaurants.
1225,8,服務十分廣泛，最滿意是可兌換機票的地點很多，需要的分數亦合理。,6,5,在旺季時候，可再加多些兌換機票的數量，因為很快額滿。,可考慮與多些銀行聯營，例如：恒生銀行。
1226,6,因換取機票困難，熱門地㸃如日本韓國更要一年前預訂。就算換取到機位但航班時間不佳--晚機去早機返，令人却步，有足夠哩數也不能如願成功換取心儀日期及時間的機位,4,2,有很多合作伙伴方便賺取里數,改善換取機票制度：預留多些客位讓客人換取及預留較佳的航班時間--不要晚機去早機返
1227,6,useful,3,1,many outlet to earn asiamiles,Need to let it more easy to redeem ticket
1228,6,"Aside from using miles to redeem airline tickets, using miles to ""purchase"" other services is costly",4,6,Airline ticket redemption.,Make it more affordable to redeem other items.
1229,8,User friendly and happy with the service so far,4,6,Easy to use and very clear with what you can offer,Na
1230,7,,4,5,,
1231,9,可儲存積分,5,5,,
1232,8,Service,5,3,Full program,Make it more than exclusive
1233,5,,5,1,,
1234,3,"Needs renewal every year.  If you target real frequent travellers,  the rewards are not attractive.",3,4,,Scrap the annual fee idea.
1235,9,Good loyalty program for frequent traveler with intensive partner network,7,7,,
1236,9,Quality and comprehensiveness of service,5,6,Redeem air tickets,Nil
1237,10,Asia Miles is very useful and can have many adventures,5,3,,
1238,5,,3,3,,
1239,10,A great organisation!,5,7,Promotions,Keep trying!
1240,10,,5,3,Redeem flight,Less restriction
1241,9,The mileage system is one of the best among all other airlines in Asia.,6,6,It covers earning of mileage to most cities in Asia and most importantly to China too.,Better inform the availability of other ways to earn mileage besides through airlines.
1242,8,,6,4,,
1243,8,,4,4,,
1244,7,因現時機票兌換的限制越來越多,3,3,臉書回覆很快,減低兌換銀碼
1245,8,Good program,5,5,Easy to join and deem of tickets,Need more easy and better way to upgrade to Marco polo club
1246,7,,5,5,,
1247,5,NICE,4,4,NO,NO
1248,8,,3,4,,不應處處收錢和限制改機票，最小一次免費譲客人更改機票。
1249,8,,6,6,Redemption flights,Prtner for milage accrual at e.g. Restaurants
1250,5,"Services of CX is subject to observed, especially the puntuality of flight departure time.",3,1,Macro Polo,Flight redemption options and flexibility
1251,8,網上購物分加。正。,5,5,增加網上商戶及商品。,加分極慢，要改善。
1252,6,,2,3,,
1253,10,Great loyalty program; adding value and higher quality service to CX/KA flights,5,6,Allowing for upgrade from economy to premium economy or business class,I have the feeling that the promotion of Asia Miles has been overly aggressive in the past two years
1254,8,I can earn miles from shopping and dining.,5,6,Miles can be transferable within the preset group although the cost of transfer is quite high.,Reduction of buying miles down to 50% of required item miles
1255,7,賺分換機票，最緊要多D共同航空公司,3,5,多選擇，唔夠分可以加錢代替,分數太快過期，另外對商務客不公平
1256,8,可以再用積分換飛機票,5,5,,
1257,10,,6,6,,
1258,6,I don't see any great advantage with Asia Miles,6,3,,
1259,9,,7,5,,
1260,8,,3,4,,
1261,10,,6,5,,
1262,8,,5,5,,
1263,8,,4,5,,
1264,6,Restrictive system that makes it difficult to earn miles,4,4,Special offers and redemptions,Include more variety in redemptions
1265,5,Need so many points to get higher tiers now. Hard to claim free tickets. Always unavailable.,4,2,Not much anymore compare to few years ago.,Improve the above. I used to be able to get good tier before with Asiamiles. Not anymore after the n
1266,8,Overall good but more flexibility is needed in terms of points transfer between family members.,5,4,Various ways to earn instead of just taking CX or KA,Flexibility in allowing family members to transfer miles and more choices for redemption are welcome
1267,8,Feel like is the right score to give,5,5,Nice airlines group for travel in majority countries in Asia,Lower the redeem mileage requirement
1268,3,Service quality has gone down a lot over the years,4,2,"Actually, nothing worth to mention",Improve your service quality at the counter and make a more passenger-oriented points system
1269,10,I like CX brand and I can use my Asiamiles to redeem tickets.,2,5,Staff very polite and patience.,"If hotline can be connected through within 15-30 min.  In many occasions i cannot do it via online,"
1270,9,"- Redeem Cathay Pacific and DragonAir tickets
- Many ways to earn miles",6,4,- Redeem Cathay Pacific and DragonAir tickets,"Increase seats for points redemption, especially for flights to popular vacation destinations"
1271,5,,3,2,,
1272,0,ASIA MILES CHANGED THE GAME FROM TIME TO TIME BUT EACH TIME GETTING WORST THAN PREVIOUS ...,2,1,NIL,BACK TO THE BASIC ... TREASURE YOUR CUSTOMER BUT NOT KICKING THEM AWAY BY DIMINISH THE BENEFIT.
1273,9,,6,6,Variety of reward choices.,"Transparency in conversion calculation in Asia Miles, especially points from Cathay Pacific AMEXcard"
1274,8,"Earn miles from One World.
Many flights to destinations.
Variety of gifts to choose from.",5,6,Good network of airlines.,Reward miles on every class.
1275,6,,2,6,N/A,Lower redeem miles for air ticket
1276,10,good service,7,6,I can use the miles for up to 4 family members,Give preference to valued members to redeem their miles on busy and holiday season flights
1277,9,Because I'm very happy happy with the service so far. But very expensive to trf miles,5,5,Better than other airlines to redeem miles,Make it cheaper to trf miles and make redemption values cheaper while shopping with miles
1278,2,Ticket redemption cannot be made for complicated itinerary and some carrier.,4,2,,Reduce miles for award ticket redemption. Eliminate the service charge for change of ticket
1279,10,Asia miles program offers many varieties of redemption options,6,7,,
1280,8,,6,5,,
1281,8,travellers appreciate using mileage to redeem flight ticket.,4,4,To redeem flight ticket,
1282,9,,5,5,,
1283,10,for free travel,6,7,,
1284,9,My recent experience has been good and based on which I recommend it to my friends,4,2,,
1285,8,Hard to redeem air tickets,4,7,Easy to collect mileage through difference to means.,Provide more tickets for redemption.
1286,10,Easy to earn miles.,7,6,flexible with wide range of rewards,more promotion and discounts
1287,8,,4,5,,
1288,7,,2,3,,
1289,8,,4,4,,
1290,9,I am quite happy to fly CATHAY or Dragon air.,4,5,,
1291,5,,4,4,,
1292,6,,4,4,,
1293,10,Earn mileages to redeem air tickets,5,3,Redeem air ticket,Response to enquiries ＆ complaints
1294,10,,4,6,,
1295,10,,4,5,,
1296,5,,4,3,,
1297,8,,6,5,,
1298,1,"Poor service, long long waiting time to get someone to answer phone, always., waste of time.",4,2,"Nothing, except check in with special lane n early boarding which I don't really care.","Get more people in the customer service, pick up the phone quick please!"
1299,9,,5,3,,
1300,9,電話服務人員的態度十分好,4,4,24小時 hotline,換取機票有困難
1301,6,,5,4,,
1302,9,,6,6,,
1303,10,CX is the best airline,7,5,,
1304,10,,7,4,有優惠換機票,如免費更改機票
1305,8,I have used the miles to earn an air ticket to Manila and proceed it on line smoothly.,4,5,To redeem air tickets.,The rewards will automatically be accumulated when check in at the airport without showing the card.
1306,8,,6,5,,
1307,2,Too difficult to use award miles compared with United Mileage Plus.  Too difficult to change reserva,5,2,Very inferior program compared with Star Alliance,Make it easier to redeem miles.  Quality is important in everything you do - including this survey -
1308,8,,6,6,,
1309,7,everything's not perfect. It's not easy to accmulate the points.,2,6,,
1310,2,,2,2,,The change of the new status retention system for Asia miles is ridicoulous. Not very user friendly
1311,0,"Bad service, never friendly or helpfull",1,6,Nothing,Stop cancelling miles every year
1312,6,,5,5,Easier to earn miles through different channels.,May have more ways to earn miles.
1313,5,,3,1,,
1314,6,,5,2,,
1315,8,可以換機票,6,3,現在已經很普遍,
1316,10,I get upgrades and redeems using miles,7,4,Free Upgrades when I'm a gold member,I wish to extend my gold membership during time when I cannot travel due to pregnancy and baby care
1317,8,,5,5,,
1318,5,"Redemption flights, especially long haul first class are impossible to redeem",7,1,Occasional business class redemption flights,Make more seats available for redemption
1319,8,,4,3,,
1320,8,,6,5,,
1321,9,Good earning and redeeming options.  Not too difficult to redeem.,6,6,Ability to use different transactions to earn flight awards.,Allow banking earning programs to automatically convert to Asia Miles.  At SCB this is manual.
1322,10,,4,4,清楚易明,提供優惠，更易換取機票或其他獎賞
1323,9,可以儲分去旅行,4,4,"多D平價食肆&商店可以賺到里數, 而家好多可以賺里數既食肆都係酒店/高級食府",
1324,0,"almost impossible to spend the miles, and very high price for earning them.",3,1,"I honestly do not know, as I have not been able to spend any miles yet.","Make it easier to spend the miles, and less expensive to earn them."
1325,8,,6,5,,
1326,5,,4,4,,
1327,9,,7,6,Convenience of use,
1328,1,Previous program better rewarding for very frequent short distances flyers like us.Using other airli,1,1,Previous program,You may notice we are choosing other airlines already
1329,10,I like the air ticket redemption with instant confirmation and easy to use website,6,6,Air ticket redemption,Low redemption rate for long haul
1330,8,,6,7,,
1331,9,It has great coverage of airlines and credit cards,6,6,Easy to accumulate miles,More things  and easy to redeem
1332,8,to enjoy free air tickets,4,4,redeem air tickets,increase partners
1333,10,因為想同朋友一齊去旅行,1,1,品牌形象優越,兌換里數高昂
1334,5,The redeem program is not as good as before.,5,4,Redeem airline tickets,"Increase the flexibility, e.g. offer ticket from / to any place, single way ticket by half miles,"
1335,8,Very useful if you travel a lot and can accumulate points.,5,4,I can use points for my family.,Some flights are blocked and not open to use miles however you can purchase the same seats by cash!
1336,8,現時許多餐廳均可以換取里數，而里數亦可兌換流行音樂會。,4,3,,
1337,8,"Never had a problem with Asia Miles, and very happy with the service.",6,6,"What they do, they do very well. Could be a whole lot more entrepreneurial!!","Challenge the travel and hotel groups more, offering wider selection of packages and products"
1338,10,Ease of earning and redeeming miles,7,7,,Allow fewer miles for redemption.
1339,4,,3,3,,
1340,1,I feel there is very very little to recommend,2,1,nothing,make it easier to earn and redeem miles
1341,8,Asiamiles is quite good comparing to other members mileage program.,5,5,its collaboration with airlines & non-airlines partners.,More promotion on the redemption & more merchants to be added in the program.
1342,8,,5,5,Redem free ticket,Allow more available seats for redemption at hot destinations
1343,9,Asia miles is great but not everyone I know is in Asia,5,6,The air miles for upgrades on flights,"Take with your partners at Marco polo, there new points system sucks"
1344,6,会的，但现已没法再享用优先登机服务是有点可惜。,7,7,,
1345,5,Limitations in redemption of tickets and lottery winning chance of contacting your staff make it a 5,5,2,Free redemption of air tickets,better flexibility in redemption and easier access to personal customer service
1346,8,,5,6,,
1347,5,,4,3,,
1348,2,It is becoming more difficult to obtain Asia Miles Mileage points via Cathay Pacific/Dragon Air.,1,7,Easy to redeem rewards.,Linked up with more international airlines in addition to CX and KA.
1349,8,It's good services,3,4,Redeem ticket,Less mileage need
1350,8,,5,7,,reduce the mileage needed to redeem tickets. Reduce wait time on calls
1351,10,,6,5,,have access to more flights where you can redeem tickets
1352,2,,2,4,Lounge access,"No customer loyalty - lose status after one year, even if you have been a customer for 10 years."
1353,5,,4,2,,
1354,10,換機票,7,5,,
1355,8,"Can redeem for free ticket when u have enough miles , a lot of restaurant can claims as well.",5,4,Free ticket and hotel,Maybe give bonus miles for some promotion ??
1356,7,,4,3,儲積分容易,換機票困難，特別是日本機票
1357,10,,5,4,,
1358,8,有價值,3,3,換分容易,太少賺里數方法，要和多些機構合作
1359,10,,5,7,,
1360,6,可以兌換適合的產品， 但所需里數亦不低,3,5,可靠,應該不要取消與馬可孛羅聯繫賺分方式。 嘗試兩面共存。
1361,7,,5,1,,"Tkt redemption is extremely difficult, always need to waitlist even when the flight is widely open"
1362,10,Redeeming Asia Miles is easy. I had good experience in using miles for flight tickets.,5,6,We can manage the miles by ourselves online - fast and easy,Would offering promotion of flight tickets to Asia Miles members be feasible?
1363,5,"Decreasing of customer service, user unfriendly online system, never anyone answer the hotline call",3,4,,Answer eh hotline call!!
1364,8,The program is a good idea but to earn Asia Miles is taking a bit of effort. Redeem tickets not easy,5,4,Can redeem tickets,Extend the lasting of earned Asia Miles
1365,8,Asia miles have good cooperation with a number of credit cards to earn miles.,6,5,Collaboration with credit cards,Expand the products and airlines that can be used for miles redemption
1366,8,,5,3,,
1367,8,,5,5,,
1368,10,Excellent value for redemptions,4,5,Cathay Pacific!,Easier to login and mobile site
1369,10,,4,1,,
1370,9,無成本的賺取禮品計劃,5,5,禮品尚算豐富,顧客服務接聽電話的輪候時間
1371,9,,4,3,,
1372,8,Continually changing of accrual and redemption levels.,4,4,,
1373,2,so far I did not enjoy and benefit for being a member.  I may be my family only travel once a year,7,6,,
1374,8,Can accumulate miles during daily spending to redeem air tickets for lesiure trip,5,4,,"Shops and restaurants never inform customers they are participating shops.
better to promotefurther"
1375,1,,1,1,,
1376,10,It's the best choice for travel lover!!,6,6,The best thing of cos the redeem of air ticket!!,
1377,10,,7,3,,
1378,7,,5,5,,
1379,8,,4,5,,
1380,10,可兌換機票.,3,2,每個月提供statement,提供更多本地食店可儲積分
1381,10,方便,1,3,可從多方面儲積分,加長儲積分年期
1382,10,Can use the miles to exchange the plane ticket,4,6,,
1383,5,,5,3,,
1384,0,"唔想打太多字,想知詳情可以打比我問 !!",1,1,"唔想打太多字,想知詳情可以打比我問 !!","唔想打太多字,想知詳情可以打比我問 !!"
1385,7,,4,4,,
1386,8,,2,5,,
1387,8,,6,6,,
1388,8,I like the business class service of Cathay Pacific,5,3,The business class seat n movies,"Easier to redeem a round trip ticket, especially for long haul flight"
1389,7,,5,4,,
1390,9,Becauce have many different categary to redeem,4,4,Just because have flight award,"Poor system, poor marketing promtion"
1391,7,,3,2,,
1392,9,Very easy to earn miles with various methods,7,4,The app is User friendly,
1393,10,,5,5,,
1394,7,,5,6,,
1395,8,,3,4,Easier to connect the tel line than before,Offer more seats for Asia Miles in hot travel country
1396,7,,4,5,,
1397,8,,3,2,可以飛多程,更多機位可供兑換及更多航空公司的選擇，可以增加更多熱線
1398,8,,5,6,,
1399,5,,5,4,,
1400,10,方便,6,6,容易,可再多D地方賺取
1401,8,,4,6,,
1402,5,Difficult to redeem ticket,3,2,"Nothing special, not better than other airlines program but instead difficult to redeem tickets",Create more seats for redemption
1403,1,,1,1,"Cannot think of anything positive, it has gotten worse over the years",Easier to redeem
1404,10,,5,5,,
1405,0,非常慢，時常出现不能正常運作，板面不清楚,5,7,,
1406,9,可用換旅遊機票,2,1,提供旅遊資訊,比出換機票的條件，實在太過苛刻，給選擇機票的時間及日子，都是最差最差的條款，實在太過份，不如不給我們選擇好了，這點希望貴公司能改善，否則我們亦不會再推介給朋友了。
1407,10,反正時常用，又不用收費。,1,2,很多旅遊資訊,更多的奬勵計劃，容易取得里數
1408,9,,6,5,,
1409,10,,5,1,,
1410,7,,5,2,Many options to choose for travel with many global partners.,Provide royal members priority to redeem the mileage through air ticket. The ticket quota is small.
1411,3,不需要推薦都應該知道或已經有用「亞洲萬里通」吧!,5,7,累積及結算分數系統清晰，定期有電郵通知戶口狀況。,幾年前比較多產品服務供選擇對換，希望現可改善。
1412,10,allow me to earn miles (flight ticket) by daily spending,4,2,flight ticket redemption,"explore more channels for us to earn miles, recruit more restaurants to participate."
1413,8,,5,5,Multi-earning miles Channel,Improve customer connection channel such as realtime chat
1414,9,,5,5,,
1415,10,"I like travel, I do like to earn miles from my daily live.",5,5,Can redeem air ticket,can offer more travel packages for member only
1416,10,We get a free tickets everyday when we using a credit card. That's a reason and very great.,6,2,Get us free tickets on our vacation.,If we can using asiamiles to achieve Gold/Silver card from MarcoPolo. That's should be interesting!!
1417,9,Travel Lounge & occasional upgrading,5,4,Travel Lounge,
1418,8,I can redeem air tickets from ccard rewards.,5,6,Redeem air tickets from CathayPacific,I satisfy the service from Asia Miles. Thank you.
1419,5,Most of my friends are already members,5,4,Flight redemption,Members with more points should have priority for booking
1420,7,Will recommend but will not hard sell.,5,6,Can easily get points.,Can include some restaurants as the working partners .
1421,6,Getting flights to redeem is often hard. Would be good to have more partner airline options.,7,3,,
1422,8,,3,2,,
1423,7,,5,4,,
1424,10,,5,5,Able to redeem the air tickets,
1425,10,Aisa miles 可供賺取里數的方式及兌換的獎勵多元化,5,3,賺取里數方法多，容易理解,改可供兌換的樣票數量，增加網上兌換機票種類例如 open jaw 及 小童機票
1426,8,因為只要夠分便可採取機票。,3,2,換領機票時往往要等候一段較長時間，使出行安排有困難。,換領機票時要便，手續簡單。
1427,10,Easy to use,6,6,Can convert from Moneyback points,
1428,10,"Simple, uncomplicated and rewarding",7,2,,
1429,8,CX / Asia Miles are widely used in HK and other SE Asia. Not many other options at the moment,3,3,Redeem air tickets,"shorten the time of confirming the air ticket redemption, get more sources to earn Asia Miles"
1430,7,,3,5,Using mileage to upgrade flight class,Simplify the process / website design of new member registration
1431,10,Website is user friendly. I've done many flight bookings online.,5,6,Accessibility,
1432,0,Absolutley horrible ability to redeem miles - constantly waitlisted - miles earned are completely,1,1,,no
1433,8,可換取機票,3,5,,
1434,5,The newly revised Marco polo plan is hopeless.  mission impossible to renew unless travel on biz,1,2,No breakthrough improvement in recent years,Should have rewarded the frequent traveller who are travelling on coach.
1435,5,easy to join asia miles but difficult to stay in marco polo club,5,7,can turn my credit card points into asia miles,lower to margin to keep membership in marco polo club
1436,10,,3,2,,增加接聽熱線電話人手，現在經常沒有人接聽。
1437,2,,3,1,It 's hard to redeem flight ticket,To get more redeem seat on Airlines
1438,8,Dragonair and Cathay flights offer good service and condition of plane is good too.,4,5,Good onflight service and condition of plane,Marco Polo levels also consider duration of membership and not just flight points
1439,8,,5,4,The various gifts available,Make it easier to redeem flights
1440,8,,3,4,,
1441,8,,6,1,,
1442,8,,5,3,Varieties of redemption options,
1443,10,,6,6,,
1444,10,It is a popular program and a wide range of products & services for redemption.,7,7,User friendly,Nil
1445,9,,5,4,,
1446,7,可以免費換取機票去旅行,6,5,"最近致電服務熱線很快就有人接聽, 比以往改善了。",如果可以在網上兌換partner airlines的機票會更好。
1447,10,It is an excellent programme and being able to redeem air tickets quite easily is very attractive.,5,5,Redemption of air tickets.,Better earning rates for some credit cards.
1448,4,,4,2,,more quota for ticket redemption.
1449,4,,6,4,,Spend time on computer and wait long on line .
1450,10,I spent money and I save money at the same time,4,4,redeem air ticket,more chance for us  to redeem the ticket
1451,7,,6,6,,
1452,9,,5,2,,
1453,10,The system is very friendly use. Always give more option on available date with rate information .,2,5,Easy to get on line for request.,Maybe use less $ for a mile. Not competitive enough with other providers.
1454,7,It is a successful loyalty program.,4,5,Provide more items for redemption.,Improve the hotline service.
1455,5,You already have too many clients . So much that you cannot cater for all their needs.,4,2,I have yet to discover,Serve your focus group better
1456,8,,5,4,,
1457,8,,6,6,,
1458,7,It may be difficult to get the flight tickets at peak seasons.,6,5,Able to provide a large number of channels to earn the milleages.,The milleages are valid for 3 years only. It would be nice if there will be no expiry date.
1459,7,Credit card partnerships provide a convenient channel for us to earn asiamiles.,5,5,Asiamiles could be used to redeem tickets from many major airlines.,Do more promotions to help members earn Asiamiles faster and easier through daily purchases
1460,10,,5,5,,
1461,7,,2,2,Save some money to fly in low season,"To release more seats, more promotion to earn miles"
1462,9,"向朋友或同事推薦「亞洲萬里通」, 讓大家一起儲里數，然後一起去旅行，有個旅行伴。另外亦都可以換演唱會門票，之前買不到五月天門票都因為有亞洲萬里通里數才能入場觀看。",5,5,除機票或旅遊產品外，願意發掘新的禮品如演唱會門票供會員換領，令會員更多選擇,"熱線經常等好耐先有人聽, 請考慮增加人手。"
1463,7,,5,2,新增更多合作夥伴,熱線電話接聽時間
1464,8,,5,4,,
1465,9,,2,5,Associated with CX,Make it easier for Diamond members to redeem miles during peak seasons
1466,10,"Best user friendly programme,
Provides wide choices for redemption",6,7,,If we can buy extra luggage at check in counter by Asia miles in Cx and all the partner airlines
1467,6,,5,6,Air tickets,Build stronger relationship with Asia Miles members.
1468,9,The earnings are factual and open with extreme accuracy as I have not doubted any of the earnings.,6,5,If there is opportunity we can get it!,Please expand the quota for our claims even at peak periods!
1469,7,,4,4,Many airline partners,Make miles transferable amongst family members
1470,10,,3,3,,
1471,5,,5,2,,more user friendly and flexible (allow multiple city round trip) ticket redemption system
1472,8,,4,5,,
1473,5,,3,6,,
1474,8,,6,5,,
1475,4,"There is a short expiry to the mileage program, so points earned are lost every year.",1,1,Airlines used often in Asia,No expiry on points & easier to redeem tickets
1476,6,,4,3,,
1477,8,可用里數換取國際航班+內陸航班,4,4,普通話熱線容易接駁,廣東話熱缐太難接駁
1478,8,,4,4,Upgrade is easier than redeem ticket.,Get it easier to redeem tickets. Difficult to redeem ticket to Australia even more than half year ad
1479,5,,1,1,,
1480,7,,6,3,,
1481,2,,4,1,,
1482,8,,5,4,,
1483,9,I believe the program is great except the hotline is always engaged. You would have to expect to spend sometime for waiting when you try to make the request.,5,6,The redeem reward coverage.,Try to cover more airline partners.
1484,10,,6,5,,
1485,0,積分換機票或禮品完全不吸引，機票有張制，禮品價值和積分不成正比,5,7,,
1486,10,"I have redeemed several tickets and upgrades, I accumulate credit card points and convert to miles",6,5,I can issue tickets for my family or use my husbands (diamond) account for my tickets,"It's a great program, phone lines are hard to get through, (except the Diamond Marco Polo line)"
1487,10,,6,6,,
1488,7,,5,2,,
1489,6,"- hotline is always busy, even at the midnight.  no one contacts me even contact details are left.",2,2,Redeem rewards,"- Hotline service
- redemption system, especially redemption for flight tickets"
1490,10,I believe a copy could provide good services to their members!,7,4,Easy to get extra mileage I believe,To improve better redeemption
1491,7,,6,5,Some ticket redeem discount offered,More easier to change flight if possible
1492,8,Not perfect but reasonable.,5,7,Diversity,more redeemable tickets
1493,8,,5,5,,
1494,0,It has become increasingly difficult to redeem miles for flights until the 'last minute'.,5,1,Citibank,Allow redemption of miles for flights in a reasonable time in advance.
1495,7,,5,5,,
1496,8,Not easy to redeem air ticket in most of the time,4,3,Flight redemption,more easy to upgrade
1497,2,"When it comes to redeeming flight, it is very timeconsuming.",3,1,Do not know.,Improve redemption availability.
1498,9,Quite benefit to the person if they are frequent flyer,3,3,Redeem and upgrade,If the points can switch to dynasty club or Marco Polo club or any airlines club
1499,3,,1,3,可選擇種類較小,增加不同生活消費元素
1500,6,"Too many offer which are not related to ""flying""",3,3,No membership fee,"Do not keep doing those crazy promotion with banks, such as 15X bonus if apply a credit card"
1501,5,,4,6,,
1502,8,"Good in general. However, redeeming lifestyle awards is significantly higher than tickets.",5,5,,
1503,8,Easy to use the miles going to Australia - almost impossible to use them going to UK,7,4,I can upgrade flights to business class,"Make some flights to UK upgradable, please!"
1504,4,Food on CX and KA is small and not enough.  Hard to redeem rewards or upgrade.  SQ is much better.,6,2,,"Improve your food so that I don't have to bring my own food.
I have little hope on redemption."
1505,9,Airlines fit my need.,6,5,,"Get more airlines to join, more household redemption programme."
1506,2,you've changed the programme to make it harder to raise up the tiers... this is poor.,2,2,upgrades,Reward you loyal customers better - for a start let my easer this euston without restricting the num
1507,8,,7,6,,
1508,10,"Consider good service overall, good inflight program for esp for Asian.",5,5,As above,Improve inflight food
1509,10,Excellent mileage redemption plan,5,4,,
1510,10,,5,2,跟很多銀行及商店合作.消費累積積分,兌換機票比較困難.兌換的禮品不吸引.希望有更多機位提供及好的禮品參加兌換.
1511,10,Connectivity is execelent and service is very efficient,7,7,Conversion of spending into Asia miles proves good,Tickets bought through Asia miles shud have same preference choice as normal tickets
1512,9,"Hotline is always busy. Flight partners are limited, not add any new ones in last 5 years.",6,4,Redeem flights in Asia is easy that required less mileage points.,Increase promotion and offers for members. Able to submit missing mileages via online.
1513,7,,5,3,,
1514,10,,7,7,"Sorry, my Chinese is not good enough to write.",
1515,9,Can earn free tickets or gifts via daily consumption.,4,7,N/A,Shorten the hotline waiting time
1516,7,Asia miles is a good program but most times very difficult to get the dates one wants :(,5,2,"Living in HK allies us to have many opportunities to earn Asia miles, but so difficult ....",Don't hold back redemption seats & hire more staff as it takes more than an hour to talk to someone
1517,8,"Can redeem flights a few times, was good",3,4,Flights redemption,Even easier redemption
1518,2,Past experience.,6,5,Good at promotion,Reduce charges on changes to confirmed ticket. Allow free sharing of miles between family members.
1519,10,,4,5,,
1520,8,"The chosen rate of 8 is pretty high, I'm quite satisfied with your overall services.",3,4,redeem flight tickets (awesome),"Generally, your services are pretty good ... nothing else should be asking for"
1521,9,,6,5,,
1522,5,Too many restriction to get a mileage seat and upgrade.,3,3,Market information,Change some policy be more friendly
1523,6,"Become more difficult to redeem flight during peak season, change flight has to pay charges",6,2,Redeem flight,Offer more flight seats (increase availability) and no charges to change flight
1524,10,積分能換取禮品，或機票。,3,4,可以換機票。,
1525,7,,4,1,,
1526,0,extremely difficult to redeem RETURN tickets,4,1,1,1
1527,8,,7,7,,
1528,9,,4,4,,
1529,8,,5,3,,
1530,10,so far I can successfully redeem my desirable ticket but prior booking is required as earlier as pos,6,5,,
1531,8,Nice tone of voice. Friendly UX.,7,6,Flexibility. Variation.,"Could we have a business travel-oriented section?
Site needs a slight refresh in line with the app."
1532,9,lounges are very comfortable,4,3,informative,"cover more airlines , hotels, restaurants
offer more lifestyle options to redeem"
1533,9,本人喜歡旅遊，飛行獎勵吸引，國泰及伙伴航空公司質素亦佳。,4,5,職員耐心講解及協助兌換機票,更改機票費用望能調低，部分日子頗難兌換心儀飛行獎勵。
1534,8,,5,5,Redeem free air tickets,More choices of gifts
1535,8,,3,3,,
1536,7,,5,3,,
1537,8,值得,4,5,種類多,換機票及接電話唔夠快
1538,8,可以幫手儲飛行里數，一起去旅行,3,3,對換免費機票,對換商務機票能否便宜一點
1539,10,,3,4,兌換獎勵机票優惠8折,"電27473838 電話兌換獎勵机票等候時間太久 , 希望能方便些!"
1540,6,"Compare to avios, avios redemption booking is more flexible straightforward and can use less points",5,3,Easy to earn when traveling economy and from credit cards,"flexible redemption options, cheaper buy miles and one way redemption. Higher max point purchase"
1541,2,"親身感受服務越來越差。
去年開始乘坐商務飛長途，CX的商務機票是同級航空 1至1.5倍，甚至2倍，但賺 Club Points 少50%。
坐3次商務位已是One World Sapphire",1,1,"Sorry, Frankly ~ NO !
Extremely disappointed backwards !",Your side should know very well !
1542,9,High quality services,5,5,Relatively easy to use,Consider linking up with more credit cards
1543,7,,4,2,,
1544,8,,6,5,,
1545,8,,6,6,,
1546,6,,5,3,,points used to redeem air ticket are relativey higher than other program.  Not competitive.
1547,10,,4,3,,
1548,10,Good response and good services,7,7,Convenience to trave,Nothing
1549,5,,5,5,offer great destinations,lower the redeemed miles
1550,8,,4,6,,
1551,10,because of the redemption program.,1,5,I can upgrade my flight tix.,
1552,3,,2,3,,
1553,8,可以通過日常消費賺取里數換機票,6,5,,
1554,10,可從很多簽賬消費上儲到積分來換購心儀物品或機票,5,7,很快捷地在網上查詢詳情,若能有更多不同種類的商戶能加入更好
1555,8,"Asia is the most fast growing area, tack along the chance to growth the business and personal travel",5,2,Greater China network,Try to make the redeemption easier?
1556,10,,3,3,,
1557,8,,5,5,,
1558,8,Quite a lot of airlines participating,4,4,Participating with the airlines I like to travel with,Have some better offer and priority for loyal members for redemption .
1559,7,,5,5,,
1560,9,,5,4,,如可以提示候補機位的機會更完美。這會方便行程的計劃。
1561,8,,3,5,,
1562,8,,5,6,,
1563,9,"1.能兌換往世界各地機票
2.容易賺取哩數",4,5,"1.比前容易聯絡服務人員
2.容易網上兌換","1.假期難兌換機票
2.較難兌換往日本機票"
1564,7,,4,3,,
1565,10,very broad coverage of earning and redemption choices,4,4,broad coverage,easier to redeem airline miles
1566,10,Asia Miles offers different kind of benefits to its members. The benefits are practical.,6,6,To redeem air ticket,To allow longer expiry period for the mileage.
1567,8,較多飛行颗伴,5,2,很多礼品選擇,換机票要容易点
1568,10,So far a pleasant experience,4,3,One Alliance n Credit Card promotion,Make easy to redeem air tickets
1569,6,,5,3,,
1570,8,,2,3,The first class lounge,Go back to the previous mileage program. The new one is impossible for to keep status.
1571,10,because i did recommend to my friend.,6,6,,
1572,9,Overall the service is better than other arilines especially fr havg the sudden issue in th airport.,5,4,"check-in ,in-flighte service and something sudden issue to tackle.",The food in the flight .
